Неделя,ДР,Имя сервера,Номер,Показатель,Myhome,Спутник
12,ДЦР,ННВ,"1,4",Потенциал М2 (на начало),3473,3473
12,ДЦР,ННВ,"2,1",Количество подъездов за период,7,0
12,ДЦР,ННВ,"2,2",Количество квартир в подъездах за период,324,0
12,ДЦР,ННВ,"2,3",Количество голосов ЗА в подъездах за период,270,0
12,ДЦР,ННВ,"2,4",Количество контактов в подъездах за период,242,0
12,ДЦР,ННВ,"3,1",ПЛАТНЫХ в подъездах за период,505,0
12,ДЦР,ННВ,"3,2",БЕСПЛАТНЫХ в подъездах за период,278,0
12,ДЦР,ННВ,"3,3",Выручка в подъездах за период,NULL,NULL
12,ДЦР,ННВ,"3,4",Всего ключей в подъездах за период,783,0
12,ДЦР,ННВ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,37,0
12,ДЦР,ННВ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,4,0
12,ДЦР,ННВ,"4,1",Соглашений БСУД в подъездах за период,0,0
13,ДВР,КМР,"1,1",Количество подъездов М2 (на начало),0,55
13,ДВР,КМР,"1,2",Количество квартир в подъездах М2 (на начало),0,2169
13,ДВР,КМР,"1,3",Количество абонентов БСУД (на начало),0,0
13,ДВР,КМР,"1,3.1",Количество соглашений БСУД (на начало),0,0
13,ДВР,КМР,"1,3,2",Количество абонентов ДМС (на начало),0,0
13,ДВР,КМР,"1,4",Потенциал М2 (на начало),628,628
13,ДВР,КМР,"2,1",Количество подъездов за период,0,9
13,ДВР,КМР,"2,2",Количество квартир в подъездах за период,0,464
13,ДВР,КМР,"2,3",Количество голосов ЗА в подъездах за период,0,30
13,ДВР,КМР,"2,4",Количество контактов в подъездах за период,0,385
13,ДВР,КМР,"3,1",ПЛАТНЫХ в подъездах за период,0,543
13,ДВР,КМР,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,387
13,ДВР,КМР,"3,3",Выручка в подъездах за период,NULL,NULL
13,ДВР,КМР,"3,4",Всего ключей в подъездах за период,0,930
13,ДВР,КМР,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,18
13,ДВР,КМР,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
13,ДВР,КМР,"4,1",Соглашений БСУД в подъездах за период,0,0
13,ДВР,НВС,"1,1",Количество подъездов М2 (на начало),0,0
13,ДВР,НВС,"1,2",Количество квартир в подъездах М2 (на начало),0,0
13,ДВР,НВС,"1,3",Количество абонентов БСУД (на начало),0,0
13,ДВР,НВС,"1,3.1",Количество соглашений БСУД (на начало),0,0
13,ДВР,НВС,"1,3,2",Количество абонентов ДМС (на начало),0,0
13,ДВР,НВС,"1,4",Потенциал М2 (на начало),1824,1824
13,ДВР,НВС,"2,1",Количество подъездов за период,0,0
13,ДВР,НВС,"2,2",Количество квартир в подъездах за период,0,0
13,ДВР,НВС,"2,3",Количество голосов ЗА в подъездах за период,0,0
13,ДВР,НВС,"2,4",Количество контактов в подъездах за период,0,0
13,ДВР,НВС,"3,1",ПЛАТНЫХ в подъездах за период,0,0
13,ДВР,НВС,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
13,ДВР,НВС,"3,3",Выручка в подъездах за период,NULL,NULL
13,ДВР,НВС,"3,4",Всего ключей в подъездах за период,0,0
13,ДВР,НВС,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
13,ДВР,НВС,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
13,ДВР,НВС,"4,1",Соглашений БСУД в подъездах за период,0,0
13,ДВР,ЕКТ,"1,1",Количество подъездов М2 (на начало),156,0
13,ДВР,ЕКТ,"1,2",Количество квартир в подъездах М2 (на начало),8221,0
13,ДВР,ЕКТ,"1,3",Количество абонентов БСУД (на начало),783,0
13,ДВР,ЕКТ,"1,3.1",Количество соглашений БСУД (на начало),1095,1095
13,ДВР,ЕКТ,"1,3,2",Количество абонентов ДМС (на начало),578,578
13,ДВР,ЕКТ,"1,4",Потенциал М2 (на начало),249,249
13,ДВР,ЕКТ,"2,1",Количество подъездов за период,8,0
13,ДВР,ЕКТ,"2,2",Количество квартир в подъездах за период,289,0
13,ДВР,ЕКТ,"2,3",Количество голосов ЗА в подъездах за период,122,0
13,ДВР,ЕКТ,"2,4",Количество контактов в подъездах за период,194,0
13,ДВР,ЕКТ,"3,1",ПЛАТНЫХ в подъездах за период,419,0
13,ДВР,ЕКТ,"3,2",БЕСПЛАТНЫХ в подъездах за период,280,0
13,ДВР,ЕКТ,"3,3",Выручка в подъездах за период,NULL,NULL
13,ДВР,ЕКТ,"3,4",Всего ключей в подъездах за период,699,0
13,ДВР,ЕКТ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,2,0
13,ДВР,ЕКТ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
13,ДВР,ЕКТ,"4,1",Соглашений БСУД в подъездах за период,106,0
13,ДВР,ЧЛБ,"1,1",Количество подъездов М2 (на начало),424,7
13,ДВР,ЧЛБ,"1,2",Количество квартир в подъездах М2 (на начало),17701,248
13,ДВР,ЧЛБ,"1,3",Количество абонентов БСУД (на начало),0,0
13,ДВР,ЧЛБ,"1,3.1",Количество соглашений БСУД (на начало),0,0
13,ДВР,ЧЛБ,"1,3,2",Количество абонентов ДМС (на начало),0,0
13,ДВР,ЧЛБ,"1,4",Потенциал М2 (на начало),163,163
13,ДВР,ЧЛБ,"2,1",Количество подъездов за период,0,0
13,ДВР,ЧЛБ,"2,2",Количество квартир в подъездах за период,0,0
13,ДВР,ЧЛБ,"2,3",Количество голосов ЗА в подъездах за период,0,0
13,ДВР,ЧЛБ,"2,4",Количество контактов в подъездах за период,0,0
13,ДВР,ЧЛБ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
13,ДВР,ЧЛБ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
13,ДВР,ЧЛБ,"3,3",Выручка в подъездах за период,NULL,NULL
13,ДВР,ЧЛБ,"3,4",Всего ключей в подъездах за период,0,0
13,ДВР,ЧЛБ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
13,ДВР,ЧЛБ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
13,ДВР,ЧЛБ,"4,1",Соглашений БСУД в подъездах за период,0,0
13,ДВР,НВК,"1,1",Количество подъездов М2 (на начало),3,4
13,ДВР,НВК,"1,2",Количество квартир в подъездах М2 (на начало),108,153
13,ДВР,НВК,"1,3",Количество абонентов БСУД (на начало),0,17
13,ДВР,НВК,"1,3.1",Количество соглашений БСУД (на начало),17,17
13,ДВР,НВК,"1,3,2",Количество абонентов ДМС (на начало),0,0
13,ДВР,НВК,"1,4",Потенциал М2 (на начало),1047,1047
13,ДВР,НВК,"2,1",Количество подъездов за период,0,0
13,ДВР,НВК,"2,2",Количество квартир в подъездах за период,0,0
13,ДВР,НВК,"2,3",Количество голосов ЗА в подъездах за период,0,0
13,ДВР,НВК,"2,4",Количество контактов в подъездах за период,0,0
13,ДВР,НВК,"3,1",ПЛАТНЫХ в подъездах за период,0,0
13,ДВР,НВК,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
13,ДВР,НВК,"3,3",Выручка в подъездах за период,NULL,NULL
13,ДВР,НВК,"3,4",Всего ключей в подъездах за период,0,0
13,ДВР,НВК,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
13,ДВР,НВК,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
13,ДВР,НВК,"4,1",Соглашений БСУД в подъездах за период,0,0
13,ДЦР,ОДЦ,"1,1",Количество подъездов М2 (на начало),0,5
13,ДЦР,ОДЦ,"1,2",Количество квартир в подъездах М2 (на начало),0,163
13,ДЦР,ОДЦ,"1,3",Количество абонентов БСУД (на начало),0,0
13,ДЦР,ОДЦ,"1,3.1",Количество соглашений БСУД (на начало),0,0
13,ДЦР,ОДЦ,"1,3,2",Количество абонентов ДМС (на начало),0,0
13,ДЦР,ОДЦ,"1,4",Потенциал М2 (на начало),394,394
13,ДЦР,ОДЦ,"2,1",Количество подъездов за период,0,0
13,ДЦР,ОДЦ,"2,2",Количество квартир в подъездах за период,0,0
13,ДЦР,ОДЦ,"2,3",Количество голосов ЗА в подъездах за период,0,0
13,ДЦР,ОДЦ,"2,4",Количество контактов в подъездах за период,0,0
13,ДЦР,ОДЦ,"3,1",ПЛАТНЫХ в подъездах за период,0,0
13,ДЦР,ОДЦ,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
13,ДЦР,ОДЦ,"3,3",Выручка в подъездах за период,NULL,NULL
13,ДЦР,ОДЦ,"3,4",Всего ключей в подъездах за период,0,0
13,ДЦР,ОДЦ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
13,ДЦР,ОДЦ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
13,ДЦР,ОДЦ,"4,1",Соглашений БСУД в подъездах за период,0,0
13,ДЦР,КЛН,"1,1",Количество подъездов М2 (на начало),0,0
13,ДЦР,КЛН,"1,2",Количество квартир в подъездах М2 (на начало),0,0
13,ДЦР,КЛН,"1,3",Количество абонентов БСУД (на начало),0,0
13,ДЦР,КЛН,"1,3.1",Количество соглашений БСУД (на начало),1,1
13,ДЦР,КЛН,"1,3,2",Количество абонентов ДМС (на начало),0,0
13,ДЦР,КЛН,"1,4",Потенциал М2 (на начало),832,832
13,ДЦР,КЛН,"2,1",Количество подъездов за период,0,1
13,ДЦР,КЛН,"2,2",Количество квартир в подъездах за период,0,50
13,ДЦР,КЛН,"2,3",Количество голосов ЗА в подъездах за период,0,0
13,ДЦР,КЛН,"2,4",Количество контактов в подъездах за период,0,0
13,ДЦР,КЛН,"3,1",ПЛАТНЫХ в подъездах за период,0,0
13,ДЦР,КЛН,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
13,ДЦР,КЛН,"3,3",Выручка в подъездах за период,NULL,NULL
