Месяц,ДР,Имя сервера,Номер,Показатель,Myhome,Спутник
5,ДВР,ЕКТ,"1,4",Потенциал М2 (на начало),246,246
5,ДВР,ЕКТ,"2,1",Количество подъездов за период,4,0
5,ДВР,ЕКТ,"2,2",Количество квартир в подъездах за период,160,0
5,ДВР,ЕКТ,"2,3",Количество голосов ЗА в подъездах за период,121,0
5,ДВР,ЕКТ,"2,4",Количество контактов в подъездах за период,110,0
5,ДВР,ЕКТ,"3,1",ПЛАТНЫХ в подъездах за период,216,0
5,ДВР,ЕКТ,"3,2",БЕСПЛАТНЫХ в подъездах за период,150,0
5,ДВР,ЕКТ,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДВР,ЕКТ,"3,4",Всего ключей в подъездах за период,366,0
5,ДВР,ЕКТ,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,14,0
5,ДВР,ЕКТ,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
5,ДВР,ЕКТ,"4,1",Соглашений БСУД в подъездах за период,48,0
5,ДВР,КМР,"1,1",Количество подъездов М2 (на начало),0,68
5,ДВР,КМР,"1,2",Количество квартир в подъездах М2 (на начало),0,2793
5,ДВР,КМР,"1,3",Количество абонентов БСУД (на начало),0,0
5,ДВР,КМР,"1,3,1",Количество соглашений БСУД (на начало),0,0
5,ДВР,КМР,"1,3,2",Количество абонентов ДМС (на начало),0,0
5,ДВР,КМР,"1,4",Потенциал М2 (на начало),608,608
5,ДВР,КМР,"2,1",Количество подъездов за период,0,20
5,ДВР,КМР,"2,2",Количество квартир в подъездах за период,0,702
5,ДВР,КМР,"2,3",Количество голосов ЗА в подъездах за период,0,0
5,ДВР,КМР,"2,4",Количество контактов в подъездах за период,0,449
5,ДВР,КМР,"3,1",ПЛАТНЫХ в подъездах за период,0,577
5,ДВР,КМР,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,694
5,ДВР,КМР,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДВР,КМР,"3,4",Всего ключей в подъездах за период,0,1271
5,ДВР,КМР,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,108
5,ДВР,КМР,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
5,ДВР,КМР,"4,1",Соглашений БСУД в подъездах за период,0,0
5,ДВР,НВК,"1,1",Количество подъездов М2 (на начало),0,4
5,ДВР,НВК,"1,2",Количество квартир в подъездах М2 (на начало),0,153
5,ДВР,НВК,"1,3",Количество абонентов БСУД (на начало),0,18
5,ДВР,НВК,"1,3,1",Количество соглашений БСУД (на начало),18,18
5,ДВР,НВК,"1,3,2",Количество абонентов ДМС (на начало),0,0
5,ДВР,НВК,"1,4",Потенциал М2 (на начало),1047,1047
5,ДВР,НВК,"2,1",Количество подъездов за период,0,0
5,ДВР,НВК,"2,2",Количество квартир в подъездах за период,0,0
5,ДВР,НВК,"2,3",Количество голосов ЗА в подъездах за период,0,0
5,ДВР,НВК,"2,4",Количество контактов в подъездах за период,0,0
5,ДВР,НВК,"3,1",ПЛАТНЫХ в подъездах за период,0,0
5,ДВР,НВК,"3,2",БЕСПЛАТНЫХ в подъездах за период,0,0
5,ДВР,НВК,"3,3",Выручка в подъездах за период,NULL,NULL
5,ДВР,НВК,"3,4",Всего ключей в подъездах за период,0,0
5,ДВР,НВК,"3,5",Ключей ПЛАТНЫХ в подъездах ПОСЛЕ М2,0,0
5,ДВР,НВК,"3,6",Ключей БЕСПЛАТНЫХ  в подъездах ПОСЛЕ М2,0,0
5,ДВР,НВК,"4,1",Соглашений БСУД в подъездах за период,0,0
